point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Microglia2
1,34,930,0,0,0.035484,0.17634,91.563,94.084,0.65914,0,0,1.7054,0.27419,0,0,0.26667,0,0.11505,0.35699,0.96559,0,0,0,0.21828,0,0,0.013978,0.92151,0,0,0.091398,0.066667,0,0.80215,0.058065,0.053763,0,0,0,0,0.091398,0.07957,0.16129,0.61935,1.1032
1,35,889,0,0,0.031496,0.16985,89.811,103.02,2.64,0,0,1.7255,0.35433,0.032621,0,0.29584,0,0.11024,0.79753,0.67042,0,0,0,0.2126,0,0,0.028121,1.1541,0.050619,0,0,0.068616,0.0044994,0.87964,0.046119,0.053993,0,0,0,0.033746,0.31496,0.026997,0.073116,0.45107,0.74353
1,36,574,0,0,0.057491,0.35714,101.85,108.29,1.5819,0.94774,0,1.0749,0.33798,0.223,0,0.26307,0.074913,0.083624,0,1.162,0.022648,0.04878,0,0.10976,0,0,0.029617,0.26132,0,0,0.16028,0.06446,0.010453,0.14983,0,0.060976,0,0,0,0,1.1132,0,0.16725,0.71777,1.162
1,37,2994,0,0,0.042418,0.20875,91.306,95.661,0.57916,0,0,1.4703,0.30628,0.018704,0,0.26854,0,0.12792,0.81563,0.85204,0.0167,0,0,0.19873,0,0,0.01837,0.94823,0,0,0.02505,0.069806,0.002672,0.85838,0.01837,0.060788,0,0,0,0.022378,0.12892,0.03674,0.15164,0.59051,0.90715
1,38,22114,0,0,0.05752,0.33825,108.52,104.57,0.7834,0.24261,0,1.1949,0.30786,0.01542,0,0.25464,0.0014923,0.1093,0.6854,1.1416,0.018631,0.0093606,0,0.20715,0,0,0.019671,0.81849,0.0042959,0,0.027403,0.057972,0.0019445,0.68052,0.025956,0.055757,0,0,0,0.026318,0.39871,0.13828,0.27914,0.93398,1.3058
1,39,3078,0,0,0.052956,0.42853,144.44,107.65,0.70208,0.0071475,0,1.2109,0.40968,0.38921,0,0.26121,0.050032,0.10071,3.3454,0.94867,0.076998,0.060104,0,0.2076,0.0045484,0.0048733,0.025341,0.49188,0,0.015919,0.11501,0.060429,0.033463,0.45906,0.039961,0.064977,0,0,0,0.020793,2.229,0.12768,0.25634,0.82814,1.1163
1,40,934,0,0,0.06424,0.42827,151.94,112.83,0.41542,0,0,1.4379,0.30728,0.013919,0,0.27409,0,0.13276,2.121,0.76017,0,0,0,0.22805,0,0,0.017131,0.8758,0,0,0.044968,0.062099,0.025696,0.79443,0.031049,0.078158,0,0,0,0.031049,0.7666,0.11884,0.29764,0.8833,0.91006
1,41,1427,0,0,0.049755,0.17379,84.96,96.663,0.51016,0.46181,0,1.0014,0.38823,0.59285,0,0.274,0,0.096706,5.3931,0.9096,0.14296,0.19622,0,0.26629,0,0.050456,0.030133,0.46181,0.185,0.0070077,0.082691,0.077085,0.088297,0.43588,0,0.060967,0,0,0,0.071479,1.4436,0.11493,0.02733,0.24877,1.0245
1,42,668,0,0,0.085329,0.15719,75.883,68.832,2.6931,1.1886,0,0.91168,0.35479,0,0,0.22455,0,0.086826,1.5913,1.012,0.10329,0.24551,0,0.19012,0,0.032934,0.028443,0.52844,0.15868,0.011976,0.047904,0.04491,0.002994,0.43862,0,0.043413,0.020958,0,0,0,0.30988,0,0.056886,0.25599,1.012
1,43,786,0,0,0.073791,0.36896,160.56,102.99,1.3384,0,0,2.0967,0.28753,0,0,0.22646,0,0.1056,0.57634,0.78244,0,0,0,0.20102,0,0,0.020356,0.83588,0,0,0.0025445,0.05598,0,0.70611,0.036896,0.064885,0,0,0,0.12723,0.17557,0.14631,0.40458,1.0013,0.96565
1,44,814,0,0,0.05774,0.43366,154.47,114.48,0.69902,0,0,1.7457,0.30344,0,0,0.29853,0.023342,0.11179,1.516,0.59705,0.025799,0,0,0.21744,0,0,0.020885,0.80713,0,0,0.039312,0.07371,0.020885,0.80098,0,0.063882,0,0,0,0,0.5086,0.063882,0.30221,0.9312,0.66093
1,45,508,0,0,0.041339,0.19488,86.472,103.3,0.34252,0,0,1.3071,0.35039,0,0,0.29528,0,0.12795,0.75984,0.64961,0,0,0,0.29921,0,0,0.021654,0.85236,0,0,0.017717,0.082677,0,0.69488,0.025591,0.057087,0,0,0,0.035433,0.38386,0,0.068898,0.34252,0.6752
