point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Astrocytes2
1,63,1037,0,0,0.069431,0.33751,165.03,110.24,0.29026,0,0,1.3038,0.25651,0,0,0.22951,0,0.053038,2.513,0,0.021215,0,0,0.15333,0,0,0.012536,0.58727,0,0,0.08486,0.045323,0,0.51495,0,0.064609,0,0,0,0.024108,0,0,0.41851,1.1167,2.5371
1,64,664,0,0,0.046687,0.43675,153.12,114.69,0.94578,0,0,0.91717,0.25452,0,0,0.17319,0,0.075301,1.7922,0,0,0.10843,0,0.34337,0,0,0.039157,0.3991,0.079819,0,0,0.049699,0.0060241,0.34488,0,0.058735,0.010542,0.003012,0.01506,0.16265,0,0,0.53765,1.1235,1.9548
1,65,516,0,0,0.085271,0.36628,167.36,112.86,0.79651,0,0,1.2694,0.27519,0,0,0.19767,0,0.10659,1.9593,0,0,0,0,0.23062,0,0,0.015504,0.71124,0,0,0,0.054264,0,0.69186,0,0.060078,0,0,0,0,0.091085,0,0.42054,1.1318,1.9593
1,66,557,0,0,0.075404,0.35548,107.53,103.13,0.38779,0,0,1.2944,0.31418,0,0,0.29623,0,0.10054,1.9749,0,0.016158,0,0,0.18133,0,0,0.028725,0.78995,0,0,0.077199,0.052065,0.005386,0.70916,0,0.062837,0,0,0,0.041293,0.20108,0,0.22442,0.78097,2.0162
1,67,904,0,0,0.034292,0.19248,89.741,103.31,0.9104,0,0,1.5774,0.36283,0.054204,0,0.31748,0,0.11947,1.9049,0,0.016593,0.0088496,0,0.1781,0,0,0.017699,0.96239,0,0,0.053097,0.061947,0,0.75442,0,0.068584,0,0,0,0.16925,0.35509,0,0.068584,0.40155,2.0741
1,68,1489,0,0,0.034251,0.19745,91.886,98.247,0.2767,0,0,1.0826,0.28408,0,0,0.26461,0,0.099396,2.1101,0,0,0,0,0.15178,0,0,0.017461,0.7186,0,0,0.024849,0.062458,0,0.61316,0,0.055071,0,0,0,0.073203,0.20752,0,0.17126,0.65279,2.1833
1,69,2652,0,0,0.065611,0.24057,99.078,94.624,0.17308,0,0,1.506,0.31976,0,0,0.27677,0,0.082202,1.9525,0,0,0,0,0.19344,0,0,0.021116,0.82315,0,0,0.015083,0.071267,0.010558,0.73379,0.00037707,0.060332,0,0,0,0.093891,0.15913,0,0.24321,0.66893,2.0464
1,70,578,0,0,0.043253,0.19031,87.09,97.766,0.29239,0,0,1.4896,0.39446,0.11592,0,0.37889,0,0.11765,2.2699,0.12457,0,0,0,0.21107,0,0,0.019031,1.109,0,0,0.050173,0.064014,0,0.84083,0,0.064014,0,0,0,0.034602,0.94983,0.032872,0.074394,0.41003,2.3045
1,71,23017,0,0,0.052483,0.33128,105.13,100.55,0.37655,0.093626,0,1.002,0.31042,0.12877,0,0.24669,0,0.088152,3.5252,0.15471,0.045662,0.0047791,0,0.25525,0,0.00078203,0.018812,0.70648,0,0.0077334,0.011079,0.061172,0.018812,0.59426,0.0049963,0.058652,0,0,0.00039102,0.067255,0.5754,0.032976,0.26202,0.888,3.5925
1,72,5754,0,0,0.061522,0.31978,95.589,100.98,0.53458,0.18213,0,0.82517,0.26642,0.020507,0,0.22819,0,0.061696,2.2638,0.010775,0.056309,0.093848,0,0.25721,0,0.0071255,0.019812,0.5822,0.012687,0.0017379,0.020334,0.055613,0.0029545,0.44595,0,0.050052,0.00034758,0,0,0.043969,0.31908,0.0076469,0.14964,0.61714,2.3078
