pointID,vesselID,vesselSize,step,stepSize,Fe,Histone H3,SMA,Total Tau,MAP2,CD56,CD31,GlnSyn,Iba1,CollagenIV,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,CellType1,CellType2,CellType3,CellType4,Astrocytes2Ratio,Microglia2Ratio
1,21,22478,-26,528,5.1023,1.2803,0.011364,0.33523,0,0.060606,0.056818,2.2746,0.42424,0.50568,1.1875,0.022727,0.31061,0.47538,0.18561,1.9811,0.087121,0,0.056818,0.011364,0.045455,0.0075758,0.91098,0.022727,0.011364,0.064394,0.31061,0.037879,0.49432,1.4678,0.64015,0,0.15152,0,0.51136,0.1553
1,22,8330,-26,193,2.6943,0,0.046632,1.285,0,0.18653,0,2.0674,3.4093,0.63212,3.2694,0.26425,0.37306,0.60622,0.5544,1.1969,0,0.098446,0.093264,0,0.44041,0,1.6373,0.23834,0.11917,0,0.33161,0.082902,0.34715,1.5544,0,0,0,0,0.35751,0.67358
1,23,3834,-26,62,0,0,0,1.5484,0,0.17742,0,1.6129,0,0.32258,0.58065,0,0.46774,0.27419,0.8871,1.4839,0.48387,0,0.096774,0,0.66129,0,1.7742,0.25806,0,0,0,0,1.0806,2.2258,0,0,0,0,0,0
1,1,35740,-25,876,0.69292,0.22717,0,1.5548,0.01484,0.30251,0.0068493,2.0605,0,0.077626,2.4886,0.1895,0.022831,0.45776,0.98288,0.72374,0.033105,0.02968,0.085616,0.011416,0.83105,0,0.60502,0.19521,0.12215,0.099315,0.15525,0.0045662,1.79,1.6416,0.16781,0,0,0,0.1758,0
1,2,34460,-25,800,1.7637,0.09375,0,0.41,0,0.01,0.01875,1.7625,0.1375,0.12375,1.5088,0.01375,0.12625,0.35625,0.2825,0.88625,0.0075,0,0.04875,0,0.195,0,1.0375,0.09,0.0425,0.00375,0.1175,0.00375,0.27375,0.9675,0.12625,0,0,0,0.1775,0.0525
1,3,5984,-25,130,2.6538,0,0,0.24615,0,0.069231,0.084615,1.4769,0,0.26154,9.3846,0.58462,0.49231,2.0154,0.23077,1.5846,0.25385,0.015385,0.030769,0,0.13846,0.015385,5.0154,0.89231,0.5,0.046154,0,0.015385,0.28462,0.46923,0,0,0,0,0.046154,0
1,4,11020,-25,268,3.2948,0,0,0.85075,0.014925,0.15299,0,1.5448,0,0.14179,1.2388,0.029851,0.18657,0.18284,0.71642,0.96269,0.074627,0.0074627,0.085821,0.026119,0.46642,0,0.88433,0.078358,0.037313,0,0.063433,0,0.30597,0.95522,0,0,0,0,0.10448,0
1,5,53717,-25,1321,2.5693,0.50341,0,1.1885,0.046177,0.31037,0.033308,2.9546,0.13853,0.17335,3.1945,0.16805,0.23997,0.6215,1.0197,1.3338,0.067373,0.024224,0.10749,0.015897,0.54656,0.02271,1.3036,0.21953,0.14534,0.15519,0.38986,0.034065,0.28993,1.0409,0.35049,0.017411,0,0,0.42316,0.058289
1,6,30110,-25,865,1.5792,0.42543,0,0.55029,0.016185,0.12023,0.019653,3.6023,0.057803,0.40347,0.24855,0,0.17225,0.077457,0.50405,1.4439,0.10289,0.013873,0.084393,0.0023121,0.31445,0,0.21387,0,0,0.056647,0.60462,0.013873,0.10636,0.69942,0.057803,0.1896,0,0,0.73064,0.034682
1,7,10667,-25,289,3.8339,0.7301,0,1.1869,0,0.24567,0,1.3495,0,0.19377,2.5571,0.11419,0.18685,0.26644,1.083,1.4429,0.065744,0.0069204,0.089965,0,0.68512,0,0.85467,0.055363,0.031142,0.0069204,0.14533,0,0.34256,1.3702,0.18685,0,0,0,0,0
1,8,6935,-25,146,4.9315,2.0548,0,0.64384,0,0.027397,0.12329,1.8904,0,0.31507,0.84247,0,0.41096,0.36986,0.013699,1.411,0.068493,0,0.09589,0,0.041096,0,0.36986,0,0,0,0.10959,0,0.4726,1.3562,1,0,0,0,0.36986,0
1,9,5398,-25,116,2.1207,0,0,0.2069,0,0.12931,0,0.2931,0,0.33621,2.6293,0.051724,1.319,1.4052,0.13793,1.4138,0.62069,0.068966,0.025862,0,0,0,3.4741,0.25,0,0,0,0,0.62069,2.181,0,0,0,0,0,0
1,10,6382,-25,149,2.3289,0,0,0.8255,0,0.013423,0,1.6443,0,0.41611,5.5101,0.16779,0.28188,1.0671,0.53691,1.5168,0,0.026846,0.12081,0,0.40268,0,1.1745,0.30872,0.26846,0,0,0,0.22148,0.65772,0,0,0,0,0.080537,0
1,11,7151,-25,180,1.5,0.033333,0,1.3,0,0.12222,0,1.8944,0,0.17222,0.17778,0,0.033333,0,0.50556,0.91111,0.011111,0,0.044444,0,0.43333,0,0.011111,0,0,0.14444,0.22778,0,0.17778,0.42222,0,0,0.23889,0,0.28333,0
1,12,4657,-25,96,2.2917,1.1354,0,1.0625,0,0.0625,0,2.375,0,0.96875,4.8854,0.25,1.0313,1.6458,0.30208,2.9792,0.65625,0,0.03125,0,0.020833,0,1.5104,0.21875,0.125,0.41667,0,0,0.21875,1,0,0.39583,0,0,0.66667,0
1,13,5119,-25,111,3.5315,0,0,0.73874,0,0.10811,0,2.7117,0,0.30631,3.982,0.12613,0.16216,0.8018,0.57658,1.5315,0.16216,0,0.018018,0,0.34234,0,1.2523,0.21622,0.10811,0,0,0,0.20721,0.66667,0,0,0,0,0.52252,0
1,14,4391,-25,58,101,0.68966,0,3.3793,2.2586,0.93103,1.6034,4.069,1.5862,1.1379,4.1552,1.3276,0.86207,0.37931,2.2931,0,0.34483,0.68966,0.34483,0.37931,1.8276,0,0.7069,1.3103,0.44828,0.37931,0,0.34483,0.17241,0.37931,0,0.63793,0.36207,0,0.86207,1
1,15,5102,-25,110,0.19091,0,0,0,0,0.054545,0,1.4818,0,0.21818,7.1636,0.43636,1.0818,2.7273,0.018182,2,0.027273,0,0.081818,0,0.14545,0,2.4545,0.44545,0.38182,0.072727,0,0,0.47273,1.5636,0.1,0,0,0,0.036364,0
1,16,5218,-25,108,2.1574,0,0.064815,0.84259,0,0.16667,0.064815,2.0926,0,0.47222,6.6019,0.35185,0.43519,2.75,0.11111,1.2222,0.2037,0,0.12963,0.037037,0.074074,0,4.6852,0.62963,0.23148,0.037037,0,0.055556,0.7963,1.9074,0.32407,0,0,0,0.26852,0
1,17,8304,-25,179,6.0391,0,0,0.57542,0,0.022346,0.078212,1.2123,0.65922,0.3743,2.4916,0.089385,1.2626,0.48045,0.11173,2.4916,0.13966,0,0.044693,0,0.10056,0,0.91061,0.055866,0.022346,0.011173,0.64804,0.055866,0.53631,1.6592,0,0,0,0,0.2067,0.13408
1,18,8119,-25,214,0.86449,1.5981,0,1.1075,0,0.2243,0.042056,1.6215,0,0.18224,6.4813,0.46262,0.084112,1.3411,0.59346,0.79439,0,0,0.056075,0,0.39252,0.028037,1.2804,0.39252,0.30374,0.042056,0,0.028037,0.17757,0.58411,0.49533,0,0,0,0.1729,0
1,19,10387,-25,235,3.0894,0,0,1.2213,0.042553,0.25957,0.19574,2.2426,0,0.62128,9.5915,0.61277,0.78298,2.3277,0.7234,1.9191,0.1617,0.0085106,0.10213,0.042553,0.64255,0.0085106,3.2,0.70213,0.49787,0.059574,0.18723,0.051064,0.38723,1.3532,0,0,0,0,0.39574,0
1,20,43270,-25,1029,2.6744,0.74927,0,1.4704,0.013605,0.18659,0.083576,2.2478,0.0019436,0.60836,2.2702,0.10398,0.41691,0.61419,0.62488,1.0855,0.27502,0.02138,0.078717,0.0038873,0.33819,0,1.4519,0.1691,0.04276,0.080661,0.25073,0.023324,1.2381,2.0962,0.33916,0,0,0,0.28571,0
1,21,22478,-25,536,5.3022,1.2612,0.01306,0.47575,0.0074627,0.070896,0.059701,2.2743,0.39552,0.46642,1.0168,0.011194,0.32836,0.35448,0.21269,2.0112,0.052239,0,0.059701,0.0074627,0.1194,0,0.81343,0.0074627,0.0037313,0.059701,0.26866,0.011194,0.47761,1.6063,0.62687,0,0.14552,0,0.5541,0.14925
1,22,8330,-25,200,2.355,0,0.035,1.24,0,0.25,0,2.405,2.94,0.475,4.405,0.25,0.4,0.66,0.83,1.16,0.02,0.125,0.07,0.02,0.44,0.03,1.63,0.305,0.12,0,0.455,0.15,0.455,1.28,0,0,0,0,0.365,0.665
1,23,3834,-25,69,0.23188,0,0,1.913,0,0.17391,0,1.1884,0,0.37681,1.1304,0,0.30435,0.36232,1.0145,1.2174,0.42029,0,0.057971,0,0.7971,0,2.6377,0.31884,0.028986,0,0,0,0.86957,1.7681,0,0,0,0,0,0
1,1,35740,-24,968,0.68285,0.1343,0,1.5165,0.011364,0.26343,0.0092975,1.9535,0,0.085744,2.5548,0.19628,0.044421,0.47211,1.0207,0.70971,0.030992,0.018595,0.080579,0.0041322,0.92252,0,0.63533,0.14463,0.1157,0.12293,0.19112,0,1.8048,1.5465,0.14773,0,0,0,0.17769,0
1,2,34460,-24,825,1.8085,0.13333,0,0.44,0,0.04,0.014545,1.8521,0.13455,0.1697,1.4485,0.020606,0.083636,0.43273,0.25091,0.88606,0.014545,0,0.064242,0,0.20121,0,0.98303,0.083636,0.01697,0.0072727,0.14667,0.010909,0.32121,0.98788,0.12848,0,0,0,0.19636,0.048485
1,3,5984,-24,137,1.4818,0,0,0.36496,0,0,0.11679,1.6204,0,0.37226,8.9197,0.51095,0.42336,1.7956,0.20438,1.9197,0.17518,0.029197,0.11679,0,0.13139,0.014599,3.8613,0.70073,0.36496,0.094891,0,0.029197,0.40146,0.48905,0,0,0,0,0.11679,0
1,4,11020,-24,278,3.4173,0,0,0.88489,0.057554,0.20144,0,1.795,0,0.17266,1.7842,0.07554,0.19784,0.10432,0.65108,0.8741,0.043165,0.0071942,0.039568,0,0.61151,0,0.89568,0.10791,0.021583,0,0.02518,0,0.24101,0.98921,0,0,0,0,0.11151,0
1,5,53717,-24,1440,2.6569,0.45903,0,1.2736,0.045833,0.2875,0.019444,2.9542,0.16597,0.18472,2.9465,0.13264,0.1875,0.63333,1.0229,1.3958,0.068056,0.036111,0.090278,0.019444,0.54306,0.0125,1.2201,0.20764,0.12014,0.15556,0.57153,0.055556,0.26806,1.0264,0.33819,0.020139,0,0,0.41944,0.070139
1,6,30110,-24,871,1.9495,0.48565,0,0.59357,0.012629,0.13318,0.011481,3.4891,0.091848,0.35132,0.26751,0,0.21355,0.094145,0.53617,1.5936,0.073479,0.017222,0.087256,0.010333,0.36051,0,0.22618,0,0,0.089552,0.61424,0.020666,0.072331,0.6682,0.068886,0.19173,0,0,0.75431,0.039036
1,7,10667,-24,300,3.98,0.63667,0,1.24,0,0.24333,0,1.36,0,0.29667,2.3933,0.096667,0.24667,0.32667,1.0867,1.4833,0.093333,0,0.11333,0,0.69333,0.0066667,1.11,0.063333,0.05,0.0066667,0.24333,0,0.4,1.4867,0.18667,0,0,0,0.0066667,0
1,8,6935,-24,153,4.9412,2.1176,0,0.61438,0,0.026144,0.052288,2.2026,0,0.3268,1.0719,0,0.47059,0.49673,0.039216,1.268,0.065359,0,0.065359,0,0.065359,0,0.75817,0,0,0,0.13072,0,0.35294,1.3725,1,0,0,0,0.37908,0
1,9,5398,-24,120,1.175,0,0,0.11667,0,0,0,0.39167,0,0.21667,2.6583,0.05,1.2167,1.0917,0.11667,1.375,0.36667,0.066667,0.066667,0,0.016667,0,2.3417,0.225,0,0,0,0,0.44167,1.15,0,0,0,0,0,0
1,10,6382,-24,154,3.1688,0,0,0.62987,0,0.058442,0,1.7532,0,0.40909,5.2143,0.22727,0.31169,0.85714,0.41558,1.1948,0,0,0.012987,0,0.4026,0,1.2403,0.31169,0.22078,0,0,0,0.22078,0.84416,0,0,0,0,0.1039,0
1,11,7151,-24,186,1.3011,0.064516,0,1.2473,0,0.2043,0,1.8656,0,0.17204,0.24194,0.010753,0.032258,0,0.55914,0.98387,0.010753,0,0.096774,0,0.31183,0,0,0,0,0.05914,0.27957,0,0.086022,0.75806,0,0,0.26882,0,0.3172,0
1,12,4657,-24,104,2.4423,1.4135,0,0.94231,0,0.086538,0.057692,3.1346,0,1.0577,5.2596,0.17308,0.84615,1.4712,0.38462,2.8942,0.70192,0,0.14423,0,0.076923,0,1.2019,0.23077,0.086538,0.36538,0,0,0.25962,0.86538,0,0.38462,0,0,0.68269,0
1,13,5119,-24,117,3.9744,0,0,0.67521,0,0.13675,0,2.3761,0,0.35897,3.2393,0.08547,0.22222,1.2137,0.59829,1.641,0.17094,0,0.034188,0,0.23932,0,1,0.18803,0.10256,0.017094,0,0,0.17094,0.79487,0,0,0,0,0.5641,0
1,14,4391,-24,66,99.909,1.0909,0,3.1364,1.8788,1,1.0758,3.8485,1.4848,1.2121,4.1515,1.0455,0.78788,0.36364,2.5303,0.060606,0.36364,0.81818,0.51515,0.27273,1.6364,0,0.37879,1.2727,0.54545,0.42424,0,0.36364,0.18182,0.30303,0,0.62121,0.37879,0,0.81818,1
1,15,5102,-24,116,0.18103,0,0,0,0,0.025862,0,1.681,0,0.30172,6.5862,0.65517,0.60345,2.1121,0.034483,2.1724,0,0,0.077586,0,0.034483,0,2.2241,0.38793,0.23276,0.25,0,0,0.39655,1.3276,0.13793,0,0,0,0.086207,0
1,16,5218,-24,116,2.0431,0,0,1.2328,0,0.21552,0.017241,2.6379,0,0.56897,6.1379,0.19828,0.25862,2.431,0.068966,1.6466,0.068966,0,0.017241,0.034483,0.12069,0,4.5345,0.36207,0.41379,0.034483,0,0.034483,0.92241,2.1466,0.33621,0,0,0,0.27586,0
1,17,8304,-24,186,6.8871,0,0,0.74731,0,0.021505,0.10753,1.1183,0.77419,0.44086,2.4409,0.080645,0.95699,0.56452,0.15054,2.2043,0.20968,0,0.064516,0,0.075269,0,1.0215,0.13441,0.021505,0.010753,0.84946,0.064516,0.38172,1.6398,0,0,0,0,0.23118,0.13978
1,18,8119,-24,221,1.1765,1.1991,0,1.2715,0,0.19005,0.11765,1.9502,0,0.1629,6.2036,0.38009,0.027149,1.4118,0.56109,0.80995,0,0,0.067873,0,0.40724,0.013575,1.7421,0.42986,0.181,0.067873,0,0,0.32127,0.74208,0.49774,0,0,0,0.14027,0
1,19,10387,-24,240,2.3417,0,0,1.3042,0.066667,0.2375,0.12917,2.2917,0.016667,0.45,8.6417,0.63333,0.7,2.0667,0.55417,1.95,0.225,0.05,0.095833,0.033333,0.67083,0.0083333,2.6667,0.6875,0.4125,0.066667,0.37917,0.079167,0.38333,1.5083,0,0,0,0,0.43333,0
1,20,43270,-24,1049,2.306,0.73499,0,1.4786,0.0085796,0.22116,0.090562,2.2336,0.011439,0.58341,2.4528,0.12488,0.47283,0.58913,0.56053,1.0963,0.23642,0.019066,0.081983,0.0057197,0.35272,0,1.3727,0.15062,0.08103,0.030505,0.31935,0.019066,1.4194,2.1363,0.33365,0,0,0,0.30505,0
1,21,22478,-24,543,5.4512,1.4549,0,0.56722,0.0073665,0.07919,0.044199,2.4751,0.35912,0.4291,0.77716,0.0073665,0.31308,0.30755,0.18232,1.8674,0.044199,0,0.055249,0.0036832,0.1326,0.0036832,0.5709,0,0,0.069982,0.28361,0.01105,0.43094,1.5341,0.6151,0,0.13996,0,0.59116,0.15101
1,22,8330,-24,205,2.5659,0,0.0097561,1.6,0,0.30244,0,2.3073,2.6341,0.4439,4.722,0.2,0.38537,0.81951,0.7561,1.2976,0.019512,0,0.10732,0,0.66341,0.019512,1.878,0.30244,0.23415,0.02439,0.22439,0.10244,0.5122,1.7024,0,0,0,0,0.38049,0.65366
1,23,3834,-24,76,0.21053,0,0,1.5,0,0.40789,0,1.5526,0,0.21053,1.1579,0,0.44737,0.36842,1.0921,1.1842,0.35526,0,0.13158,0,0.93421,0,3.5263,0.34211,0.052632,0,0,0,0.86842,1.7763,0,0,0,0,0,0
1,24,3562,-24,13,2.6154,2.2308,0,0.61538,0,0.30769,0,3.4615,0,0.30769,2.6154,0,0.30769,0,0.61538,1.6923,0,0,0.15385,0,0.61538,0,0.30769,0,0,1.2308,0,0,0.61538,2.3846,1,0,0,0,1,0
1,1,35740,-23,1098,0.79508,0.15483,0,1.5373,0.003643,0.29144,0.017304,1.99,0,0.081967,2.4891,0.16576,0.038251,0.40528,1.0055,0.75592,0.020036,0.018215,0.092896,0.003643,0.90073,0,0.61566,0.15301,0.11931,0.1102,0.12933,0.0018215,1.5619,1.6466,0.12659,0,0,0,0.18944,0
1,2,34460,-23,845,1.4793,0.15621,0,0.50769,0,0.04497,0.010651,1.8047,0.18462,0.13964,1.3775,0.031953,0.080473,0.4568,0.26272,0.88757,0.027219,0,0.050888,0,0.19408,0,0.87929,0.088757,0.03432,0.0094675,0.10296,0.0035503,0.31243,0.91243,0.13018,0,0,0,0.20473,0.048521
1,3,5984,-23,142,1.3239,0,0,0.25352,0,0,0.056338,1.6761,0,0.37324,7.1549,0.43662,0.50704,1.493,0.21127,2.1268,0.37324,0.014085,0.084507,0,0.098592,0,2.993,0.71127,0.39437,0.014085,0,0.042254,0.1831,0.58451,0,0,0,0,0.21127,0
1,4,11020,-23,287,2.7561,0,0,1.108,0.0069686,0.15679,0,1.6864,0,0.17422,1.9686,0.034843,0.31359,0.18815,0.81185,0.99303,0.052265,0.02439,0.083624,0,0.64111,0,0.89895,0.080139,0.017422,0,0.055749,0,0.23693,0.89895,0,0,0,0,0.11847,0
1,5,53717,-23,1503,2.7558,0.44844,0,1.2661,0.054558,0.30805,0.0066534,3.2881,0.15902,0.22688,2.7625,0.17631,0.22488,0.53293,1.0186,1.3599,0.077844,0.032601,0.095143,0.022621,0.62808,0.001996,1.0925,0.16168,0.12043,0.14571,0.55489,0.059215,0.24817,0.91617,0.32202,0.027944,0,0,0.42448,0.077179
1,6,30110,-23,882,1.7279,0.51247,0,0.59977,0.0034014,0.16667,0.02381,3.3821,0.097506,0.44785,0.30159,0,0.1746,0.088435,0.56122,1.6032,0.16213,0.017007,0.11905,0.0068027,0.39683,0.0022676,0.27778,0,0,0.12925,0.59977,0.013605,0.11565,0.62812,0.0839,0.19048,0,0,0.79478,0.039683
1,7,10667,-23,315,3.9429,0.66032,0,1.2127,0,0.22857,0,1.3206,0,0.2127,2.546,0.11429,0.2127,0.25714,0.94286,1.5492,0.13333,0.012698,0.08254,0,0.64127,0,1.1492,0.088889,0.019048,0.0063492,0.24127,0,0.25397,1.6222,0.1873,0,0,0,0.04127,0
1,8,6935,-23,159,5.4906,2.3396,0,0.67925,0.037736,0.075472,0.012579,2.2579,0,0.37736,1.1509,0,0.28931,0.37736,0.10063,1.4717,0.08805,0,0.050314,0,0.09434,0,0.91824,0,0,0,0.037736,0,0.49057,1.1824,1,0,0,0,0.44025,0
1,9,5398,-23,128,3.0391,0,0,0.14063,0,0.15625,0,0.45313,0,0.44531,2.2656,0.023438,1.0156,0.60156,0.125,1.7422,0.44531,0.023438,0.054688,0,0.015625,0,1.9688,0.13281,0.070313,0,0,0,0.375,1.2266,0,0,0,0,0,0
1,10,6382,-23,160,2.475,0,0,0.85625,0,0.13125,0,1.4875,0,0.40625,4.9625,0.21875,0.25,0.8375,0.3875,1.325,0,0.05,0.05,0,0.3875,0,1.5188,0.4125,0.19375,0,0,0,0.1375,0.7375,0,0,0,0,0.11875,0
1,11,7151,-23,192,1.9323,0.125,0,1.401,0,0.1875,0,2.224,0,0.20833,0.34896,0.010417,0.041667,0.010417,0.51042,1.1094,0.010417,0,0.0625,0,0.39063,0,0.036458,0.03125,0,0.03125,0.28125,0,0.26042,0.60938,0,0,0.27083,0,0.40625,0
1,12,4657,-23,114,2.8947,1.1842,0,1.3158,0,0.16667,0.026316,3.1667,0,1.4123,5.4386,0.13158,0.91228,1.0263,0.44737,3.6667,1.1579,0,0.078947,0,0.087719,0,1.1579,0.44737,0.078947,0.23684,0.04386,0,0.21053,0.94737,0,0.38596,0,0,0.70175,0
1,13,5119,-23,123,5.3496,0,0,0.72358,0,0.11382,0,2.8455,0,0.49593,2.187,0.11382,0.17886,1.122,0.43089,1.9756,0.11382,0,0.081301,0,0.30081,0,0.47154,0.11382,0.13008,0.03252,0,0,0.20325,0.60163,0,0,0,0,0.60163,0
1,14,4391,-23,73,102.3,1.5342,0,3.8082,2.1781,1.0137,1.589,3.2877,1.1233,1.2055,4.863,1.7808,0.76712,0.19178,2.2877,0.054795,0.24658,0.71233,0.63014,0.19178,1.7671,0,0.21918,1.1233,0.30137,0.27397,0,0.30137,0.21918,0.35616,0,0.61644,0.38356,0,0.79452,1
1,15,5102,-23,122,0.42623,0,0,0.081967,0,0.02459,0,2.123,0,0.27049,6.8115,0.29508,0.92623,1.9262,0.065574,2.6393,0,0,0.07377,0,0.11475,0,2.0738,0.12295,0.27049,0.22131,0,0,0.28689,1.5164,0.14754,0,0,0,0.13934,0
1,16,5218,-23,123,1.8537,0,0,0.94309,0,0.097561,0,2.5854,0,0.52033,5.5447,0.35772,0.23577,1.626,0.097561,1.1138,0.1626,0,0.081301,0.01626,0.081301,0,3.4634,0.38211,0.34146,0.04878,0.073171,0.04878,0.78049,1.7561,0.33333,0,0,0,0.30894,0
1,17,8304,-23,192,6.0677,0,0,0.71875,0,0.041667,0.17188,1.6719,1.0104,0.54688,2.724,0.067708,0.92708,0.71875,0.10417,2.6146,0.10938,0,0.09375,0,0.083333,0,1.1927,0.041667,0.041667,0.0625,0.77083,0.0625,0.34896,1.401,0,0,0,0,0.25,0.14063
1,18,8119,-23,230,2.1913,0.92609,0,1.1565,0,0.19565,0.1087,1.7957,0,0.11739,6.8391,0.41739,0.12174,1.387,0.70435,0.82174,0,0,0.10435,0,0.41304,0,1.5957,0.52174,0.26522,0.026087,0,0,0.3,0.74783,0.4913,0,0,0,0.14348,0
1,19,10387,-23,246,2.8415,0,0,1.626,0.085366,0.17886,0.10163,2.6707,0.04878,0.47154,7.813,0.46748,0.70732,1.9228,0.5935,2.0976,0.081301,0.02439,0.11789,0.036585,0.68699,0,2.2033,0.55285,0.41463,0.10569,0.34146,0.03252,0.4187,1.2358,0,0,0,0,0.45122,0
1,20,43270,-23,1075,2.5423,0.6707,0,1.5377,0,0.2307,0.10977,2.3637,0.033488,0.66791,2.6251,0.12837,0.5693,0.63721,0.56744,1.1284,0.26233,0.026977,0.07907,0.0037209,0.38884,0,1.5553,0.2186,0.073488,0.037209,0.39442,0.016744,1.2642,2.173,0.32465,0,0,0,0.32558,0
1,21,22478,-23,550,5.4364,1.4091,0,0.67273,0.0036364,0.050909,0.047273,2.6345,0.36,0.53636,0.62727,0.0072727,0.22909,0.19273,0.16364,1.6255,0.029091,0.0072727,0.050909,0.010909,0.14909,0,0.28545,0,0,0.072727,0.30909,0.010909,0.47091,1.3836,0.60182,0,0.13273,0,0.65818,0.14364
1,22,8330,-23,211,3.0332,0,0,1.5782,0,0.20853,0,2.4787,2.2038,0.58768,5.0284,0.23223,0.51659,0.94787,0.67299,1.5071,0.023697,0.028436,0.094787,0.028436,0.44076,0,1.7062,0.29384,0.16588,0.023697,0.047393,0.066351,0.45498,1.5166,0,0,0,0,0.40284,0.63507
1,23,3834,-23,82,0,0,0,1.6098,0,0.19512,0,1.2439,0,0.26829,2.0488,0,0.5,0.39024,1,0.82927,0.073171,0,0.097561,0,0.81707,0,4.0976,0.34146,0,0,0,0,0.85366,2.0244,0,0,0,0,0,0
1,24,3562,-23,49,1.6939,1.6735,0,1.0612,0,0.32653,0,3.7755,0,0.63265,1.6531,0,0.28571,0.20408,1.0816,1.6122,0.18367,0,0.20408,0,0.79592,0,0.081633,0,0,0.79592,0.36735,0,1.0612,2.2653,1,0,0,0,1,0
1,1,35740,-22,1155,0.75498,0.072727,0,1.439,0.012121,0.28658,0.012121,2.1229,0,0.12035,2.6511,0.1619,0.064069,0.37403,1.0519,0.72121,0.029437,0.017316,0.090909,0.0069264,0.93074,0.0017316,0.74026,0.14719,0.10476,0.10909,0.080519,0.015584,1.4693,1.5429,0.11515,0,0,0,0.21299,0
1,2,34460,-22,863,1.7543,0.13326,0,0.55968,0,0.062572,0.0069525,1.8076,0.14137,0.20162,1.2584,0.048667,0.0927,0.4438,0.30707,0.89687,0.020857,0,0.068366,0,0.2387,0,0.74739,0.041715,0.016222,0.0034762,0.095017,0.0069525,0.33951,0.91889,0.13094,0,0,0,0.21089,0.045191
1,3,5984,-22,148,1.25,0,0,0.35135,0,0,0.067568,2.2162,0,0.61486,6.2568,0.41892,0.46622,1.3311,0.27027,2.0608,0.26351,0.013514,0.081081,0,0.10811,0,2.2432,0.65541,0.39189,0.027027,0.040541,0.027027,0.24324,0.77027,0,0,0,0,0.31757,0
1,4,11020,-22,292,2.5822,0,0,1.2295,0,0.2911,0,1.6164,0,0.23973,2,0.05137,0.26712,0.19178,0.78767,1.1712,0.089041,0.013699,0.082192,0.027397,0.58904,0,0.69178,0.15753,0.075342,0,0.068493,0,0.28082,0.7774,0,0,0,0,0.13014,0
1,5,53717,-22,1599,2.9412,0.42964,0,1.2589,0.03127,0.32583,0.0075047,3.3008,0.18199,0.2414,2.5847,0.16323,0.20638,0.45591,1.0275,1.3909,0.11257,0.045028,0.094434,0.03252,0.67855,0.01626,0.7955,0.13759,0.1182,0.15009,0.68793,0.063164,0.2414,0.93934,0.30269,0.051907,0,0,0.4359,0.085053
1,6,30110,-22,898,2.1971,0.52561,0.012249,0.67261,0.0055679,0.19933,0.013363,3.5523,0.12472,0.46325,0.28619,0.0022272,0.21826,0.08686,0.69042,1.765,0.14031,0.028953,0.11247,0.0089087,0.39866,0.0044543,0.24276,0,0.0066815,0.16147,0.6392,0.02784,0.12584,0.62584,0.10134,0.19042,0,0,0.83408,0.048998
1,7,10667,-22,326,2.6748,0.67178,0,1.1963,0,0.27914,0,1.4785,0,0.31902,2.5307,0.08589,0.2454,0.26687,1.0706,1.3466,0.088957,0.033742,0.055215,0,0.76994,0,1.184,0.08589,0.04908,0,0.19018,0,0.47239,1.3221,0.18405,0,0,0,0.06135,0
1,8,6935,-22,165,4.8303,2.497,0,0.87273,0.10909,0.048485,0.024242,2.1697,0,0.36364,1.4121,0,0.33939,0.50909,0.024242,1.6242,0.036364,0,0.024242,0,0.2303,0,1.503,0,0.012121,0,0.036364,0,0.55758,1.5091,1,0,0,0,0.51515,0
1,9,5398,-22,133,2.4286,0,0,0.1203,0,0.090226,0,0.57895,0,0.41353,1.8421,0,1.8722,0.81955,0.20301,1.7444,0.5188,0,0.11278,0,0.090226,0,1.3835,0.17293,0.022556,0,0,0,0.54887,1.4812,0,0,0,0,0.015038,0
1,10,6382,-22,167,2.1257,0,0,0.82036,0,0.18563,0,1.6407,0,0.37725,5.0778,0.32335,0.30539,0.7485,0.57485,1.491,0,0.023952,0.023952,0,0.47904,0,1.3353,0.35329,0.16766,0.011976,0,0,0.24551,0.90419,0,0,0,0,0.1497,0
1,11,7151,-22,198,2.0455,0.090909,0,1.3081,0,0.29293,0,2.3485,0,0.19697,0.27273,0.045455,0.13131,0,0.55556,1.3737,0.010101,0,0.070707,0,0.51515,0,0.15152,0,0,0.035354,0.26768,0,0.16162,0.64646,0,0,0.27273,0,0.51515,0
1,12,4657,-22,122,1.5738,1.0492,0,1.0984,0,0.16393,0.098361,2.8361,0,1.0984,5.459,0.27049,1.1557,0.72131,0.37705,3.6967,0.68033,0,0.098361,0,0.13934,0,0.88525,0.29508,0,0.30328,0.2377,0,0.19672,1.1885,0,0.37705,0,0,0.72131,0
1,13,5119,-22,129,6.1473,0,0,0.71318,0,0.24806,0,2.6744,0,0.45736,2.4264,0.10853,0.31008,0.86047,0.29457,2.0775,0.062016,0.015504,0.10853,0,0.4031,0,0.4031,0.093023,0.031008,0.015504,0,0,0.13953,0.68217,0,0,0,0,0.68217,0
