point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Astrocytes2
1,30,164,0,0,0.0060976,0.0060976,1.2317,0.20732,0,0,0,0.04878,0,0,0,0.2439,0,0.018293,0.097561,0.21951,0,0,0,0,0,0,0,0.012195,0.12805,0,0,0,0,0.0060976,0.030488,0,0,0,0.0060976,0.0060976,0,0,0.012195,0.0060976,0.10366
1,31,1404,0,0,0.0042735,0.0021368,0.98504,0.28063,0,0.036325,0,0.062678,0,0,0,0.26425,0,0.008547,0.092593,0.017806,0,0,0,0,0,0,0,0.042023,0,0,0.0099715,0.0078348,0.0014245,0.010684,0.014957,0,0,0,0.0014245,0.0021368,0,0,0.059829,0.040598,0.094729
1,32,822,0,0,0.0085158,0.0060827,3.7932,1.6533,0.28832,0,0,0.042579,0,0,0,0.32238,0.0085158,0.012165,0.080292,0.0012165,0,0.074209,0,0,0,0,0,0.052311,0.072993,0,0.012165,0.0085158,0.0085158,0.025547,0.0060827,0,0,0,0.010949,0.013382,0,0,4.9878,1.3151,0.093674
1,33,154,0,0,0.0064935,0,1.8117,0.44805,0.071429,0,0,0,0,0,0,0.34416,0.045455,0.0064935,0.097403,0.11688,0,0.038961,0,0,0,0.012987,0,0.051948,0.16234,0,0.019481,0,0.0064935,0.025974,0.025974,0,0,0,0.0064935,0.0064935,0.025974,0.0064935,0.21429,0.55844,0.1039
1,34,123,0,0,0.0081301,0,1.7154,0.34959,0.0081301,0,0,0.04878,0,0,0,0.28455,0,0.02439,0.10569,0,0,0,0,0,0,0,0,0.0081301,0,0,0.02439,0,0,0,0.01626,0,0,0,0.01626,0,0,0,0.0081301,0.0081301,0.10569
1,35,100,0,0,0.02,0.02,1.16,0.34,0,0,0,0.05,0,0,0,0.44,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.05,0.03,0,0,0,0,0.01,0,0,0.01,0.02,0.11
1,36,136,0,0,0.0073529,0,1.7868,0.375,0,0,0,0.036765,0,0,0,0.28676,0.058824,0.022059,0.080882,0,0,0.10294,0,0.022059,0,0,0,0.058824,0.23529,0,0.044118,0,0,0.036765,0.022059,0,0,0,0.014706,0.014706,0,0,0.0073529,0.036765,0.095588
1,37,403,0,0,0.0074442,0.0049628,3.4144,1.2357,0.15881,0,0,0.019851,0,0,0,0.52357,0.0074442,0.029777,0.07196,0,0,0.034739,0,0.039702,0,0.0049628,0,0.037221,0.059553,0,0,0.0074442,0,0.034739,0.039702,0,0.012407,0,0.014888,0.042184,0,0,4.1638,1.2581,0.11414
1,38,451,0,0,0.0044346,0.0066519,2.1929,0.39468,0.0066519,0,0,0.05765,0,0,0,0.42129,0,0.011086,0.086475,0,0,0.019956,0,0,0,0,0,0.031042,0,0,0.02439,0.0088692,0.0022173,0.0066519,0.026608,0,0,0,0.0066519,0.013304,0,0,0.013304,0.019956,0.099778
1,39,131,0,0,0.015267,0.015267,3.2672,0.93893,0.26718,0.17557,0,0.0076336,0,0,0,0.17557,0.068702,0.053435,0.068702,0.030534,0,0.1374,0,0,0,0,0,0.091603,0.32824,0.19847,0.038168,0,0.0076336,0.0076336,0.0076336,0,0,0,0.030534,0.0076336,0.030534,0,0.19847,0.14504,0.076336
